MenuId,ProductName,ProductDescription
1418,Cloudy Bay Sauvignon Blanc,"Mouth-watering aromas of passion fruit and lemongrass. Ripe gooseberry flavours and a hint of fresh fennel lead to a powerful, crisp finish."
1418,Pinot Grigio Principato Blush,"A delicate coloured, pale salmon pink.&#160;Elegantly scented peachy, floral characters on the nose. Juicy, ripe berry fruit fill the palate with good acidity and an off dry finish."
1418,Deakin Estate Rosé,"Fresh berry flavours with bright acidity, a touch of sweetness and a soft, fruity finish."
1418,Yellow Rock Rosé,"This semi-sweet wine exhibits bright aromas of strawberry and watermelon, which are both exhibited on the palate. This wine is full of flavour and well-balanced with a refreshing mouth feel and a light crispness on its lingering finish."
1418,One World Orchid Boulevard White Zinfandel,"Youthfully brilliant salmon pink hue. Aromas of fresh strawberries, pomegranate and hints of floral undertones."
1418,Fairway Shiraz,"This wine of intense purple colour boasts with spicy and fruity aromas. It offers fresh black pepper, ripe raspberry and cherry, hints of vanilla as well as truffle undertones. Full-bodied and ready to drink."
1418,Concha Y Toro Merlot,"Soft, juicy style of Merlot, easy drinking with plummy character and good body."
1418,Castillo de Clavijo Rioja Crianza,"Aromas of ripe red-berries, spices and vanilla. Balanced and pleasant, with body, elegant and harmonious on the palate, with very ripe fruit flavours."
1418,Finca Flichman Reserve Malbec,"Deep violet with blue shades, complex aroma. A combination of violets, cherries and sour cherries concentrated in oak.  Blackberry fruits, ripe plums and tobacco leaves, Complex finish with remarkable sweet tannins and long lasting aftertaste."
1418,Katnook Founders Block Cabernet Sauvignon,"Ripe dark berries, plum and dusty mulberry with a hint of regional mint character are highlights within the lush palate."
1418,Antoine Mouiex St Emilion Grand Cru,"A delicious red with some loose red fruit flavours, Strawberry and Raspberry with hints of vanilla."
1418,Cloudy Bay Pinot Noir,Aromas of dark plums and spice are enhanced by liquorice and hints of smoky oak. The palate is full of black cherry and red berry flavours.
1418,Italia Prosecco,"Pale green with lemon hues. Hints of apple and peach on the nose. Light and delicate with citrus notes - this wine is dry, soft and creamy."
1418,Ca de Riva DOCG Prosecco,"Well balanced with fruity aromas of green apple and bread crust, with a delicate floral palate."
1418,Charles de Floricourt Brut,"A crisp, fresh and fruity Champagne with a lasting finish."
1418,Moet & Chandon Brut Imperial NV,"Slightly appley, yeasty nose and long, rich flavours of biscuity, toasty fruit."
1418,Mumm Rose NV,"A complex, fresh, distinguished, powerful blend, producing a clear pink Rosé with brilliant pale yellow tints. A lively and perfectly balanced champagne."
1418,Veuve Clicquot Yellow Label NV,"Full-bodied, rich and fruity with great elegance and a delightful long finish. A full, dry, rounded champagne of high quality."
1418,Veuve Clicquot Rose NV,"A generous fine nose and charms through fresh, fruity hints of raspberry, forest fruits and ripe cherries."
1418,Armand de Brignac Brut Gold,"Complex and full bodied with fresh light floral notes sumptious on the palate with a delicious creamy texture great depth and long silky finish pressed from Chardonnay, Pinot Meunier and Pinot Noir wines."
1419,Barefoot Merlot,Medium bodied with soft tannins. Red cherry and plum fruit flavours. Delightful!
1419,Krish wine,Enter custom description
1419,Babich Marlborough Sauvignon Blanc,"The wine has a lifted and pungent bouquet, with passion fruit and pineapple. The full palate is powerful and rich, with flavours of gooseberry and pear."
1419,Barefoot Chardonnay,"Green apple, peaches & Honey"
1419,Barefoot Pink Moscato SS,tropical and stone layered fruit with sweet aromatics.
1420,Sharp's Doom bar,"An enticing aroma of resinous hop, sweet malt and delicate roasted notes. The mouth feel is a balanced, complex blend of succulent dried fruit, lightly roasted malt and a subtle yet assertive bitterness. The finish is dry and refreshing."
1420,Sharps Atlantic,"Atlantic is a modern pale ale that captures the essence of Sharp’s home on the rugged north coast of Cornwall. It is brewed with Sharp’s trademark precision to give complexity, subtlety and a cleanness of palate while showcasing the fresh citrus flavours of New World hops."
1420,Fuller's London Pride,"London Pride is unmistakably London's beer. With it's well-rounded flavour and rich history, everything about this authentic, characterful beer binds it to our capital city and the people who love it! "
1420,Caledonian Deuchars IPA,"Rich in character and long on refreshment. Solid gold in colour, strongly aromatic, with hints of fresh citrus. The distinctive light malt and fresh floral flavours combine with zesty citric hop to deliver a mouthwatering adventure. "
1420,Blue Moon,"Brewed with Valencia and Navel orange peel for a smooth, creamy, unfiltered wheat beer. Always served with an orange peel garnish."
1420,Brooklyn Lager,Brooklyn lager is amber-gold in colour and displays a firm malt centre supported by a refreshing bitterness and floral hop aroma. Caramel malts show in the finish.
1421,Akau Pinot Noir,"Fruit-driven with plum, black cherry and spicy oak aromas. A medium level of soft, ripe tannins provides a silky texture to this lingering, accessible wine."
1422,Long Acre Chardonnay,"Juicy, sun-packed Aussie wine with peach, tropical fruits &amp; pineapple notes with crisp lemon acidity on the finish. 100% unoaked Chardonnay."
1422,Fairway Sauvignon Blanc,"This Sauvignon Blanc is a well-balanced, dry wine with a fresh fruitiness and lingering aftertaste. On the nose you will find pineapple, on the palate yellow plum and kiwi."
1422,Pinot Grigio Principato,"Pale straw yellow colour. Shows delicate, floral and fruity aromas on the nose. Crisp and fresh on the palate with a juicy citrus character and a hint of nuttiness."
1422,Boschendal Pavillion Chenin Blanc,"Un-Oaked fruit led style, tropical & citrus fruit flavours with fresh zingy finish."
1422,Greyrock Marlborough Sauvignon Blanc,"Nettle & ripe tropical fruits on the nose along with limey flavours and a rich minerality on the palate, classic Marlborough Sauvignon this wine is sappy fresh, clean and delicious."
1422,Riesling Pflaz Wolf,"An off-dry Riesling with honeyed, peachy, green apple fruit on both the nose and palate. Juicy and forward it has a beautiful streak of fresh acidity to cut the sweetness and leave everything perky and fresh on the finish."
1422,Chablis Josselin,"Brilliant yellow. Crisp, fresh and mineral on the nose. The mouth is refreshing, smooth and harmonious."
1422,Sancerre Eric Louis,"The grape variety used is Sauvignon Blanc, meaning that Sancerre is light and refreshing with grassy and gooseberry aromas and flavours."
1422,Cloudy Bay Sauvignon Blanc,"Mouth-watering aromas of passion fruit and lemongrass. Ripe gooseberry flavours and a hint of fresh fennel lead to a powerful, crisp finish."
1422,Pinot Grigio Principato Blush,"A delicate coloured, pale salmon pink.&#160;Elegantly scented peachy, floral characters on the nose. Juicy, ripe berry fruit fill the palate with good acidity and an off dry finish."
1422,Deakin Estate Rosé,"Fresh berry flavours with bright acidity, a touch of sweetness and a soft, fruity finish."
1422,Yellow Rock Rosé,"This semi-sweet wine exhibits bright aromas of strawberry and watermelon, which are both exhibited on the palate. This wine is full of flavour and well-balanced with a refreshing mouth feel and a light crispness on its lingering finish."
1422,One World Orchid Boulevard White Zinfandel,"Youthfully brilliant salmon pink hue. Aromas of fresh strawberries, pomegranate and hints of floral undertones."
1422,Fairway Shiraz,"This wine of intense purple colour boasts with spicy and fruity aromas. It offers fresh black pepper, ripe raspberry and cherry, hints of vanilla as well as truffle undertones. Full-bodied and ready to drink."
1422,Concha Y Toro Merlot,"Soft, juicy style of Merlot, easy drinking with plummy character and good body."
1422,Castillo de Clavijo Rioja Crianza,"Aromas of ripe red-berries, spices and vanilla. Balanced and pleasant, with body, elegant and harmonious on the palate, with very ripe fruit flavours."
1422,Finca Flichman Reserve Malbec,"Deep violet with blue shades, complex aroma. A combination of violets, cherries and sour cherries concentrated in oak.  Blackberry fruits, ripe plums and tobacco leaves, Complex finish with remarkable sweet tannins and long lasting aftertaste."
1422,Katnook Founders Block Cabernet Sauvignon,"Ripe dark berries, plum and dusty mulberry with a hint of regional mint character are highlights within the lush palate."
1422,Antoine Mouiex St Emilion Grand Cru,"A delicious red with some loose red fruit flavours, Strawberry and Raspberry with hints of vanilla."
1422,Cloudy Bay Pinot Noir,Aromas of dark plums and spice are enhanced by liquorice and hints of smoky oak. The palate is full of black cherry and red berry flavours.
1422,Italia Prosecco,"Pale green with lemon hues. Hints of apple and peach on the nose. Light and delicate with citrus notes - this wine is dry, soft and creamy."
1422,Ca de Riva DOCG Prosecco,"Well balanced with fruity aromas of green apple and bread crust, with a delicate floral palate."
1422,Charles de Floricourt Brut,"A crisp, fresh and fruity Champagne with a lasting finish."
1422,Moet & Chandon Brut Imperial NV,"Slightly appley, yeasty nose and long, rich flavours of biscuity, toasty fruit."
1422,Mumm Rosé NV,"A complex, fresh, distinguished, powerful blend, producing a clear pink Rosé with brilliant pale yellow tints. A lively and perfectly balanced Champagne."
1422,Veuve Clicquot Yellow Label NV,"Full-bodied, rich and fruity with great elegance and a delightful long finish. A full, dry, rounded Champagne of high quality."
1422,Veuve Clicquot Rosé NV,"A generous fine nose and charms through fresh, fruity hints of raspberry, forest fruits and ripe cherries."
1422,Armand de Brignac Brut Gold,"Complex and full bodied with fresh light floral notes sumptious on the palate with a delicious creamy texture great depth and long silky finish pressed from Chardonnay, Pinot Meunier and Pinot Noir wines."
1424,Spearwood Shiraz,Youthful and juicy with lots of berry fruit and a touch of spice.
1424,Plate 95 Merlot,"A fruity spicy Red Wine wine that has a nice balance of tannin, acid and alcohol on the palate."
1424,"Bone Orchard Malbec, Mendoza",A mid-bodied Red Wine with soft tannins and a lovely youthful jammy dark berry aroma.
1424,Bad Eye Deer Zinfandel Rose Wine,Light and sweet with loads of juicy strawberry fruits and a refreshing finish.
1424,Spearwood Chardonnay,"Fresh, juicy White Wine with melon fruit flavour and a crisp finish."
1424,Plate 95 Sauvignon Blanc,Fresh and zesty with ripe tropical fruit flavours.
1424,Lyric Pinot Grigio,"A really characterful Pinot Grigio, with tempting apricot, peach and melon fruit."
1425,Sharp's Doom bar,"An enticing aroma of resinous hop, sweet malt and delicate roasted notes. The mouth feel is a balanced, complex blend of succulent dried fruit, lightly roasted malt and a subtle yet assertive bitterness. The finish is dry and refreshing."
1425,Sharps Atlantic,"Atlantic is a modern pale ale that captures the essence of Sharp’s home on the rugged north coast of Cornwall. It is brewed with Sharp’s trademark precision to give complexity, subtlety and a cleanness of palate while showcasing the fresh citrus flavours of New World hops."
1425,Fuller's London Pride,"London Pride is unmistakably London's beer. With it's well-rounded flavour and rich history, everything about this authentic, characterful beer binds it to our capital city and the people who love it! "
1425,Caledonian Deuchars IPA,"Rich in character and long on refreshment. Solid gold in colour, strongly aromatic, with hints of fresh citrus. The distinctive light malt and fresh floral flavours combine with zesty citric hop to deliver a mouthwatering adventure. "
1425,Blue Moon,"Brewed with Valencia and Navel orange peel for a smooth, creamy, unfiltered wheat beer. Always served with an orange peel garnish."
1425,Brooklyn Lager,Brooklyn lager is amber-gold in colour and displays a firm malt centre supported by a refreshing bitterness and floral hop aroma. Caramel malts show in the finish.
1427,7Up,
1427,Alma Mora Shiraz,"A full-bodied wine of intense colour with spicy aromas. It is strong and elegant, with sweet tannins and a very pleasant finish in the mouth."
1427,Akau Pinot Noir,"Fruit-driven with plum, black cherry and spicy oak aromas. A medium level of soft, ripe tannins provides a silky texture to this lingering, accessible wine."
1427,Adnams Ghost Ship,
1428,Smirnoff Electric Apple shot,Smirnoff intensely sour spirit shot with apple flavours.
1428,Smirnoff Electric Berry shot,Smirnoff intensely sour spirit shot with berry flavours.
1428,B-52,This cocktail combines intensity and smoothness with the sweet flavours of Grand Marnier
1428,Don Julio Blanco shot,Enjoy a chilled shot of Don Julio Blanco with its crisp agave flavor and hints of citrus
1428,Don Julio Anejo shot,"Enjoy chilled for a rich and distinctive flavor, the perfect balance of agave, wood and vanilla notes."
1428,Ice Old Parr Silver,Experience the taste of Iced Old Parr Silver Blended Whisky in a cooled shot glass.
1428,J&B  Honey Shot,Enjoy a chilled shot of J&B whisky with a touch of honey
1428,Smirnoff Gold,"Enjoy the cinnamon sensation of Smirnoff Gold, with real gold leaf."
1428,Dose Cavalinho,"Savour the smooth and smoky taste of White Horse, best served neat."
1428,Baileys The Princess and the Pirate,Enjoy a shot of Baileys with a touch of Capitan Morgan Spiced for a smooth & creamy taste sensation
1428,Captain Morgan Spiced & Cola,A rich and mellow combination of Captain Morgan Spiced and cola.
1428,Captain Morgan and Sparkling orange,"Enjoy Captain Morgan Spiced and sparkling orange, citrussy with a hint of vanilla."
1428,Cuba Libre,"Savour the taste of Pampero Oro Rum with Cola and Lemon Juice, finished with Angostura bitters."
1428,Grand Mojito,A bar must have in which Grand Marnier shows its exotic origin mixed with the refined French Cognac
1428,Cîroc Coconut Julep,"Enjoy the fresh experience of Cîroc Coconut, garnished with lemon wedges and mint sprigs."
1428,Cîroc Red Berry Punch,"Enjoy the fresh and sweet taste of Cîroc Red Berry, cranberry and tonic water, topped with raspberry."
1428,Cîroc Vodka SCîroco,Fresh and citrusy - Cîroc Ultra Premium Vodka mixed with cranberry and fresh lime juice.
1428,Ketel One Vodka Bloody Mary,"Ketel One Vodka, savoury-sweet tomato juice and a slight hint of citrus mixed for a peppery finish."
1428,Smirnoff Blueberry Cosmo,"Enjoy Smirnoff Blueberry Vodka with red cranberry juice, laced with ginger ale and lime."
1428,Ketel One Pineapple martini cocktail,"Enjoy the tangy taste of Ketel One Vodka, with a splash of lime and garnish of pineapple and rosemary."
1428,Ketel One Sweet Pepper martini cocktail,Enjoy the crisp taste of Ketel One Vodka with a touch of pepper and lime juice for a fiery finish.
1428,Apple Martini with Smirnoff,"Savour the cool taste of Smirnoff No.21 Vodka with a splash of apple liquor, topped with an apple slice."
1428,Gordon's Elderflower Gin & Tonic,Light and floral Gordon's Elderflower gin mixed with crisp tonic water.
1428,Gordon's Gin Blush,Crisp Gordon's Gin mixed with tonic water and the delicious addition of cranberry juice.
1428,Gordon's Gin Dirty martini cocktail,"Crisp and cool - Gordon's Gin with a splash of vermouth and olive brine, finished with fresh olives."
1428,Bell's and Ginger,Enjoy the classic smoky and spicy pairing of Bell's Whisky with Ginger Ale.
1428,Haig Club ™ Ginger Smoke Stack,Iconic whisky and ginger serve reinvented with a touch of smoke
1428,JOHNNIE WALKER® RED LABEL® & COLA,Enjoy the vibrant and refreshing taste of Johnnie Walker® Red Label® with cola
1428,JOHNNIE WALKER® BLACK OLD FASHIONED,Enjoy a smoky classic made with the iconic flavours of Johnnie Walker® Black Label®
1430,Akau Pinot Noir,"Fruit-driven with plum, black cherry and spicy oak aromas. A medium level of soft, ripe tannins provides a silky texture to this lingering, accessible wine."
1431,Smirnoff Red Vodka,
1431,Absolut Vodka,
1431,Absolut Kurant,
1431,Grey Goose Vodka,
1431,Grey Goose La Poire,
1431,Skyy Premium Vodka,
1431,Zubrowka Vodka,
1431,Ciroc,
1431,Sailor Jerry Rum,
1431,Havana Club Anejo Blanco,
1431,Havana Club Anejo Especial,
1431,Captain Morgan The Original Rum,
1431,Bacardi Oakheart,
1431,Bombay Sapphire,
1431,Gordon's Elderflower,
1431,Hendrick's Gin,
1431,Tanqueray Gin,
1431,Highland Park 12YO,
1431,Johnnie Walker Red Label,
1431,Monkey Shoulder,
1431,The Glenlivet 12YO,
1431,Talisker 10YO,
1431,The Balvenie Doublewood 12YO,
1431,Jim Beam Honey,
1431,Jim Beam Devil's Cut,
1431,Jack Daniel's,
1431,Jack Daniel's Tennessee Honey,
1431,Patron Silver Tequila,
1431,Patron Anejo Tequila,
1431,Patron XO Cafe,
1431,Courvoisier VS Cognac,
1431,Courvoisier XO,
1431,Luxardo Sambuca Classic,
1431,Luxardo Passione Nera,
1431,Jagermeister,
1431,Goldschlager,
1431,Baileys Original,
1431,Baileys Chocolat Luxe,
1431,Chambord Raspberry Liqueur,
1431,Cointreau,
1431,Disaronno Amaretto,
1431,Frangelico Hazelnut Liqueur,
1432,Adnams Broadside,
1432,Adnams Ghost Ship,
1432,Allbright,
1432,Adnams Southwold Bitter,
1432,Adnams Broadside,
1432,Amigos,
1432,Amstel,
1432,Anchor Steam,
1433,Smirnoff Red Vodka,
1433,Absolut Vodka,
1433,Absolut Kurant,
1433,Grey Goose Vodka,
1433,Grey Goose La Poire,
1433,Skyy Premium Vodka,
1433,Zubrowka Vodka,
1433,Ciroc,
1433,Sailor Jerry Rum,
1433,Havana Club Anejo Blanco,
1433,Havana Club Anejo Especial,
1433,Captain Morgan The Original Rum,
1433,Bacardi Oakheart,
1433,Bombay Sapphire,
1433,Gordon's Elderflower,
1433,Hendrick's Gin,
1433,Tanqueray Gin,
1433,Highland Park 12YO,
1433,Johnnie Walker Red Label,
1433,Monkey Shoulder,
1433,The Glenlivet 12YO,
1433,Talisker 10YO,
1433,The Balvenie Doublewood 12YO,
1433,Jack Daniel's,
1433,Jack Daniel's Tennessee Honey,
1433,Jim Beam Devil's Cut,
1433,Patron Silver Tequila,
1433,Patron Anejo Tequila,
1433,Patron XO Cafe,
1433,Courvoisier VS Cognac,
1433,Courvoisier XO,
1433,Luxardo Sambuca Classic,
1433,Luxardo Passione Nera,
1433,Jagermeister,
1433,Goldschlager,
1433,Baileys Original,
1433,Baileys Chocolat Luxe,
1433,Chambord Raspberry Liqueur,
1433,Cointreau,
1433,Disaronno Amaretto,
1433,Frangelico Hazelnut Liqueur,
1434,Smirnoff Red Vodka,
1434,Absolut Vodka,
1434,Absolut Kurant,
1434,Grey Goose Vodka,
1434,Grey Goose La Poire,
1434,Skyy Premium Vodka,
1434,Zubrowka Vodka,
1434,Ciroc,
1434,Sailor Jerry Rum,
1434,Havana Club Anejo Blanco,
1434,Havana Club Anejo Especial,
1434,Captain Morgan The Original Rum,
1434,Bacardi Oakheart,
1434,Bombay Sapphire,
1434,Gordon's Elderflower,
1434,Hendrick's Gin,
1434,Tanqueray Gin,
1434,Highland Park 12YO,
1434,Johnnie Walker Red Label,
1434,Monkey Shoulder,
1434,The Glenlivet 12YO,
1434,Talisker 10YO,
1434,The Balvenie Doublewood 12YO,
1434,Jack Daniel's,
1434,Jack Daniel's Tennessee Honey,
1434,Jim Beam Devil's Cut,
1434,Patron Silver Tequila,
1434,Patron Anejo Tequila,
1434,Patron XO Cafe,
1434,Courvoisier VS Cognac,
1434,Courvoisier XO,
1434,Luxardo Sambuca Classic,
1434,Luxardo Passione Nera,
1434,Jagermeister,
1434,Goldschlager,
1434,Baileys Original,
1434,Baileys Chocolat Luxe,
1434,Chambord Raspberry Liqueur,
1434,Cointreau,
1434,Disaronno Amaretto,
1434,Frangelico Hazelnut Liqueur,
1436,Abbots & Delaunay Languedoc White,"Fresh & round with nice intense flavours of lemon zest, orange peel, verbena."
1436,Acordean Torronte,"Pale gold colour, intense nose, floral & tropical. Delicious freshness with honey sensation."
1436,Akau Sauvignon Blanc,"Vibrancy and fruitiness, abundant aromas of pineapple, gooseberry and elderflower, hints of nettle and a lingering finish."
1436,Abbots & Delaunay Roussillon,"Aromas of raspberry, violet, liquorice and blackberry integrated with spicy notes."
1436,Acordean Malbec,"Deep purple, with blackcurrant, black plums & spice. Medium body, soft tannins, balanced & vibrant."
1436,Akau Pinot Noir,"Fruit-driven with plum, black cherry and spicy oak aromas. A medium level of soft, ripe tannins provides a silky texture to this lingering, accessible wine."
1436,Andes Peak Merlot,A medium bodied wine which has a blackberry and plum aroma and fruity herbaceous palate.
1436,KRishs wine,"Enter custom "
1436,Fizzy pop,Enter custom description
1437,Akau Pinot Noir,"Fruit-driven with plum, black cherry and spicy oak aromas. A medium level of soft, ripe tannins provides a silky texture to this lingering, accessible wine."
1438,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Oc",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1438,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Oc",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1438,MOONSHINE,"Moonshine is a beautifully balanced pale, straw-coloured, premium bitter.
Distinctive floral aromas lead to a predominantly citrus taste, with grapefruit
and lemons to the fore."
1438,Black Sheep Best Bitter,"A well-hopped light golden bitter with distinctive dry, refreshing taste. To be enjoyed, in true Black Sheep style, through a rich creamy head."
1438,Gordon's,"Carefully distilled using a secret recipe, the distinctively refreshing taste comes from the finest handpicked juniper berries and a selection of other botanicals. It's the taste that's made Gordon's the world's best-selling London Dry gin."
1438,Gordon's,"Carefully distilled using a secret recipe, the distinctively refreshing taste comes from the finest handpicked juniper berries and a selection of other botanicals. It's the taste that's made Gordon's the world's best-selling London Dry gin."
1438,Gordon's Sloe Gin,"The finest wild sloe berries (fruit of the wild blackthorn) are gently steeped, before adding Gordon's® gin. The result is a wonderful tipple that marries the dryness of Gordon's with cassis sweetness."
1439,Vedett IPA,"From the celebrated Belgian brewery Duvel Moortgat and part of the Vedett family.  Early in the 17th century British Brewers started adding extra hops to make sure their precious beer survived the 5 month journey by ship to overseas British Colonies such as India, without losing a single drop of its flavour and quality. This process gave the exported beer a slightly bitter taste and higher alcohol percentage – and gave it the name India Pale Ale, or IPA."
1439,Samuel Adams Boston Lager,"Samuel Adams began in a kitchen - which is why their belief is that no dream is too big. Jim Koch, chairman of the Boston Beer Company, represents the sixth generation of this great brewing family. Their Samuel Adams Boston Lager follows the recipe of Jim's great-great-grandfather, using only classic ingredients and hand-crafted with extraordinary care and attention to detail. This lager helped spark the American craft beer revolution that started in the 1980's."
1439,Portobello London Pilsner,"Portobello has long been the funky centre of London's Notting Hill area, a bohemian, artisan quarter built around its famous market. The Portobello Brewing Company plugs straight in to that heritage: a relatively new brewery, but with great expertise. Industry veteran Rob Jenkins together with co-founder and Head Brewer Farooq Khalid manage to bring a fresh approach to the craft beer scene. Their pilsner typifies a commitment to taste, quality and innovation."
1439,Flying Dog Easy IPA,"1990 saw the opening of the Flying Dog Brewpub in Aspen, Colorado. From that brewpub to fully-fledged Denver brewery in 1994, and then to our current state-of-the-art brewing facility in Frederick, Maryland, Flying Dog continues to make sense. Easy IPA is the first beer in our Brewhouse Rarities series of staff-pitched and elected limited releases to become a part of our regular portfolio."
1439,Bad Apple,"Crafted in Herefordshire, a carefully blended, yet complex Cider with layers of flavour.  A tangy, fresh-pressed apple and blossom scent."
1439,Black Isle Blonde Lager,Black Isle Brewery are located north of Inverness in the Scottish Highlands. We brew beer using our own malted barley grown on the farm and our own spring water. All our beers are certified Organic.
1439,Founders All Day IPA,"The Founders Family, a group of passionate beer enthusiasts, has grown around this simple philosophy: ""We don't brew beer for the masses. Our beers are crafted for a chosen few, renegades and rebels who enjoy a beer that pushes the limits"". All Day IPA keeps your taste buds satisfied while keeping your sense sharp. Naturally brewed with a complex array of malts, grains and hops. Balanced for optimal aromatics and clean finish."
1439,Big Hug Hibernation White IPA,"We are Hobo Brewers which allows us the flexibility to brew where we want and work with people that will allow us to provide the best quality beers we can, always from our own recipe's and the ability to grow without limit on capacity."
1439,Duvel,"Belgians acquired a taste for British soldiers introduced their beers to Belgium during WW1. Brewer Albert Moortgat used a strain of Scottish yeast to create a beer commemorating the end of the War in 1918, which he initially called 'Victory Ale' before one of his friends, a local shoemaker, described the beer as 'nen echten Duvel' or 'a true Devil' during a tasting. The name has stuck ever since. The beer has been perfected over time and is bottle conditioned over a 90 day period giving it a reputation of one of the best beers in the world ever."
1439,Founders All Day IPA,"The Founders Family, a group of passionate beer enthusiasts, has grown around this simple philosophy: ""We don't brew beer for the masses. Our beers are crafted for a chosen few, renegades and rebels who enjoy a beer that pushes the limits"". All Day IPA keeps your taste buds satisfied while keeping your sense sharp. Naturally brewed with a complex array of malts, grains and hops. Balanced for optimal aromatics and clean finish."
1439,Meantime London Pale Ale,"One hundred and fifty years ago the new bitter beer style, Pale Ale, was so popular that brewers had to import American hops to meet demand. Meantime London Pale continues that tradition by combining lots of American Cascade and Centennial hops to give it a complex citrus aroma and buckets full of local Kentish Goldings to provide the bitterness that makes the style so refreshing."
1439,Stevens Point IPA,"The Stevens Point Brewery in Wisconsin, founded in 1857, is the fifth oldest continuously operating brewery remaining in the United States. The brewery takes great pride in its long history and continues to brew quality beer, including the crisp, complex India Pale Ale - goes to show everything from the 'New World' isn't always new. The guy with the pointy head on the bottle isn't Steven, by the way - he's called Nicholas."
1439,Anchor Porter,"Anchor Porter became the first modern American porter-style beer when it was introduced in 1972. More than four decades later, Anchor Porter continues to reward those who look beyond its possibly intimidating appearance to discover a smooth, full-bodied drinkability. The definitive American Porter."
1439,Boulevard Single Wide IPA,"Our hometown is famous for BBQs, not celebrities, biking, surfing, or subways. Boulevard earns loyal fans on our reputation for innovation, quality and authenticity. Single-wide IPA is the perfect representation of a modern American IPA; generously dry-hopping with Centennial, Simcoe and Citra hops adds fresh citrus aroma and flavour to the traditional moderately sweet toasty malt flavour and big hop bitterness. Introduced in 2009 as our first IPA in the core lineup."
1439,Bee 17,"Incoming! The Bee 17 turned out pretty much as you would expect a pilsner-style lager from the Backyard Brewery in Sweden to. While lagering the brewmaster bombards the brew with hops giving the beers its final profile. The grassy Saaz battles flowery Willamette for your nose's attention, giving it a pleasurable sting in the tail. No wonder there's a real buzz about this beer."
1439,Brooklyn Lager,"Brooklyn Lager is the flagship label of the Brooklyn Brewery, started in 1987 by Steve Hindy and Tom Potter and which, through the passion and experience of renowned brewmaster Garret Oliver, continues to remain in the vanguard of craft beer innovation. This is New York's 'hometown' beer, brewed to a recipe that reflects an era when Brooklyn was the brewing capital of the USA's East Coast. It's as American as you can get."
1439,Crafty Dan 13 Guns,This American IPA is a salute to the original 13 states of America and the 13 Gun salute made on the very first Independence Day. One of the 1001 Beers You Must Try Before You Die (Adrian Tierney-Jones).
1439,A-HOP-ALYPSE NOW,"ATTEN HUT!!! Camerons have created a golden cask beer with a citrus aroma
and satisfying full hop flavour. The Cascade, Chinook and Fuggles hops deliver
an initial citrus flavour followed by a satisfying bitter taste."
1439,Bishops Finger,"Fashioned on a firm, fruity foundation of crystal malt, this rich, ruby-coloured Kent classic belies its burly appearance with a complexity of flavour. Mouth-filling fruit, prunes, plums and dried apricot spiked with palate-prickling pepper, cinnamon and a soft bitter blood-orange finish."
1439,Gales Seafarers,"Light golden beer with a wonderful fresh 'bracing' aroma of zesty, spicy hops followed by a palate full of fruit and malt character."
1439,Ghost Ship,A pale ale with a great balance of fresh lime and lemon notes from the Citra hops combined with a slight sweetness from the malted rye.
1439,Tetley'S Gold,"Tetley's Gold is the new ale from Tetley's; light, golden and refrshing - the perfect summer pint."
1440,Akau Pinot Noir,"Fruit-driven with plum, black cherry and spicy oak aromas. A medium level of soft, ripe tannins provides a silky texture to this lingering, accessible wine."
1440,Akau Sauvignon Blanc,"Vibrancy and fruitiness, abundant aromas of pineapple, gooseberry and elderflower, hints of nettle and a lingering finish."
1440,Abbots & Delaunay Languedoc White,"Fresh & round with nice intense flavours of lemon zest, orange peel, verbena."
1440,Alma Mora Shiraz,"A full-bodied wine of intense colour with spicy aromas. It is strong and elegant, with sweet tannins and a very pleasant finish in the mouth."
1440,Alma Mora Shiraz Rose,"A young, fruity, intense wine with floral aromas, powerful and elegant with an almost sweet aromatic long finish."
1440,Nice and Juicy,Enter custom description
1441,Ponte Pinot Grigio,"Very light and neutral, revealing just a hint of green fruit."
1441,"Box of Budgies Sauvignon Blanc, Marlborough",A youthful aroma of fruit and herbs is followed by a palate that is light and lively.
1441,Marqués de Alfamén Chardonnay Macabeo,"Fresh, light White Wine with lots of juicy melon and pineapple fruit."
1441,"Las Ondas Viognier Reserva, Colchagua Valley","A delicate and scented Viognier that is dry, mid-bodied and crisp on the palate."
1441,Clockwork Raven Merlot,Smooth and approachable with classic dark plummy Merlot fruit.
1441,Bad Eye Deer Shiraz Cabernet Sauvignon,Gutsy Red Wine with juicy Red Wine berry fruit and plenty of spice.
1441,"Aimery Cabernet Sauvignon, Vin de Pays d’Oc","Marked leafy Cabernet aromas, with soft supple tannins on the palate."
1441,"Bone Orchard Malbec, Mendoza",A mid-bodied Red Wine with soft tannins and a lovely youthful jammy dark berry aroma.
1441,Bad Eye Deer Zinfandel Rose Wine,Light and sweet with loads of juicy strawberry fruits and a refreshing finish.
1441,Marqués de Alfamén Garnacha Rose Wine,"A pure, light and fresh Rose Wine that is dry whilst being almost peachy on the nose."
1441,Symphoniae Prosecco DOCG Valdobbiadene Extra Dry,A pleasantly attractive DOCG Prosecco that is off-dry and has ripe yellow fruit aromas.
